공통표준단어명,공통표준단어영문약어명,공통표준단어 영문명,공통표준단어 설명,형식단어여부,공통표준도메인분류명,이음동의어 목록,금칙어 목록,제정차수,"개정구분명(폐기 또는 변경)",개정항목,개정사유
차익,GAIN,Gain,"差益. 매매의 결과나 가격, 환시세의 개정이나 변동 따위로 생기는 이익 또는 그 이익의 액수",Y,금액,,,8차(2025-11),,,
차입,BRW,Borrowing,借入. 돈이나 물건을 꾸어 들임,N,,,,6차(2023-11),,,
차입금,BRWNG,Borrowings,借入金. 꾸어 들인 돈,N,,,,8차(2025-11),,,
차입처,LNDSRC,Lending Source,借入處. 돈이나 물건을 빌려 온 곳,N,,,,8차(2025-11),,,
차종,CARMDL,Car Model,"車種. 철도 차량, 자동차 따위의 종류",N,,,,5차(2022-07),,,
착공,BGNCST,Begin Construction,着工. 공사를 시작함,N,,,,1차(2020-08),,,
착수,OTST,Outset,着手. 어떤 일에 손을 댐 또는 어떤 일을 시작함,N,,,,6차(2023-11),,,
찬성,APRVL,Approval,"贊成. 어떤 행동이나 견해, 제안 따위가 옳거나 좋다고 판단하여 수긍함",N,,,,8차(2025-11),,,
참가,PRTCP,Participation,參加. 모임이나 단체 또는 일에 관계하여 들어감,N,,,,8차(2025-11),,,
참가비,ENTFE,Entry Fee,參加費. 모임이나 행사 따위에 참여하여 활동하는 대가로 내는 비용,Y,비용,,,7차(2024-11),,,
참고,REF,Reference,參考. 살펴서 생각함,N,,,,6차(2023-11),,,
참석,ATND,Attendance,參席. 모임이나 회의 따위의 자리에 참여함,N,,,,1차(2020-08),,,
참석자,ATD,Attendee,參席者. 모임이나 회의 따위의 자리에 참여하는 사람,N,,,,6차(2023-11),,,
참여,PTCP,Participation,參與. 어떤 일에 끼어들어 관계함,N,,,,6차(2023-11),,,
참여율,PTRT,Participation Rate,參與率. 어떤 일에 끼어들어 관계하는 비율,Y,율,,,6차(2023-11),,,
참여자,PRTPNT,Participant,參與者. 어떤 일에 끼어들어 관계하는 사람,N,,,,4차(2021-12),,,
참조,RFRNC,Reference,參照. 참고로 비교하고 대조하여 봄,N,,,,5차(2022-07),,,
참조자,RFPR,Reference Person,參照者. 업무상의 서신이나 이메일을 참조하는 수신자,N,,,,7차(2024-11),,,
창고,WRHUS,Warehouse,倉庫. 물건이나 자재를 저장하거나 보관하는 건물,N,,,,7차(2024-11),,,
창구,CNTER,Counter,"窓口. 사무실이나 영업소 따위에서, 손님과 문서·돈·물건 따위를 주고받을 수 있게 조그마하게 창을 내거나 대를 마련하여 놓은 곳",N,,,,8차(2025-11),,,
창업,STUP,Start Up,創業. 사업 따위를 처음으로 이루어 시작함,N,,,,6차(2023-11),,,
창업자,FNDR,Founder,創業者. 회사 따위를 처음으로 세워 사업을 시작한 사람,N,,,,6차(2023-11),,,
창출,CRTN,Creation,創出. 전에 없던 것을 처음으로 생각하여 지어내거나 만들어 냄,N,,,,8차(2025-11),,,
채권,BND,Bond,債權/債權. 남에게 빌린 돈의 금액을 적는 장부 또는 재산권의 하나로 특정인이 다른 특정인에게 어떤 행위를 청구할 수 있는 권리,N,,,,6차(2023-11),변경,공통표준단어 설명,유관 단어와의 통일성 및 적합성을 고려하여 설명 수정
채권자,CRDTR,Creditor,債權者. 특정인에게 일정한 빚을 받아 낼 권리를 가진 사람,N,,,,5차(2022-07),,,
채널,CHNL,Channel,Channel. 어떠한 일을 이루는 방법이나 정보가 전달되는 경로,N,,,,8차(2025-11),,,
채무,DBT,Debt,債務. 재산권의 하나로 특정인이 다른 특정인에게 어떤 행위를 하여야 할 의무,N,,,,6차(2023-11),,,
채무불이행,DFOBL,Default On An Obligation,債務不履行. 채무자가 정당한 이유 없이 채무의 내용대로 이행하지 아니하는 일,N,,,,6차(2023-11),,,
채무자,DBTR,Debtor,債務者. 특정인에게 일정한 빚을 갚아야 할 의무를 가진 사람,N,,,,5차(2022-07),,,
채수,WTSMP,Water Sampling,採水. 강물이나 바닷물의 물리적ㆍ화학적 특성을 연구하기 위하여 서로 다른 깊이의 물을 떠올리는 일,N,,,,7차(2024-11),,,
채용,RCRUT,Recruit,採用. 사람을 골라서 씀,N,,,,6차(2023-11),,,
채점,GRDG,Grading,採點. 시험 답안의 맞고 틀림을 살피어 점수를 매김,N,,,,7차(2024-11),,,
채취,PCKNG,Picking,"採取. 풀, 나무, 광석 따위를 찾아 베거나 캐거나 하여 얻어 냄",N,,,,7차(2024-11),,,
채택,ADPT,Adoption,"採擇. 작품, 의견, 제도 따위를 골라서 다루거나 뽑아 씀",N,,,,6차(2023-11),,,
책임,RSP,Responsibility,責任. 맡아서 해야 할 임무나 의무,N,,,,6차(2023-11),,,
책임자,RBPRSN,Responsible Person,責任者. 어떤 일에 대하여 책임을 지고 있거나 책임을 져야 할 위치에 있는 사람,N,,,,3차(2021-10),,,
처리,PRCS,Process,處理. 사무나 사건 따위를 절차에 따라 정리하여 치르거나 마무리를 지음,N,,,,1차(2020-08),,,
처리율,PRSRT,Processing Rate,處理率. 단위 시간당 컴퓨터 시스템이 처리할 수 있는 작업의 수,Y,율,,,7차(2024-11),,,
처리자,PRCR,Processor,處理者. 사무나 사건 따위를 절차에 따라 정리하여 치르거나 마무리를 지은 사람,N,,처리인,,2차(2020-12),,,
처방,PRSC,Prescription,處方. 병을 치료하기 위하여 증상에 따라 약을 짓는 방법,N,,,,7차(2024-11),,,
처분,DSPS,Disposition,"處分. 일정한 대상을 어떻게 처리할 것인가에 대하여 지시하거나 결정함. 또는 그런 지시나 결정. 행정 주체가 구체적 사실에 관한 법집행으로서 행하는 공법 행위 가운데 권력적 단독 행위. 영업 면허, 공기업의 특허, 조세의 부과 따위",N,,,,1차(2020-08),,,
처분비,DSPCO,Disposal Cost,處分費. 처분비는 일정한 자산이나 물품 따위를 팔거나 폐기하는 과정에서 소요되는 비용,Y,비용,,,8차(2025-11),,,
척도,CRTRN,Criterion,尺度. 평가하거나 측정할 때 의거할 기준,N,,,,8차(2025-11),,,
천연기념물,NTMN,Natural Monument,"天然紀念物. 국가에서 지정하여 법률로 보호하는 동물, 식물, 지형 따위의 자연유산",N,,,,8차(2025-11),,,
천장,CLNG,Ceiling,天障. 지붕의 안쪽,N,,,,8차(2025-11),,,
철거,DMLTN,Demolition,"撤去. 건물, 시설 등을 무너뜨려 없애거나 걷어치움",N,,,,3차(2021-10),,,
철회,RCNTT,Recantation,撤回. 이미 제출하였던 것이나 주장하였던 것을 다시 회수하거나 번복함,N,,,,6차(2023-11),,,
첨부,ATCH,Attachment,添附. 안건이나 문서 따위를 덧붙임,N,,,,1차(2020-08),,,
청구,CLM,Claim,請求. 상대편에 대하여 일정한 행위나 급부를 요구하는 일,N,,,,1차(2020-08),,,
청구기호,CLNO,Call Number,"請求記號. 도서관에서 자료를 분류·배열하고, 이용자가 원하는 자료를 찾을 수 있도록 각 자료에 부여하는 부호 또는 문자",Y,번호,,,8차(2025-11),,,
청구인,CLMT,Claimant,請求人. 남에게 돈이나 물건 따위를 달라고 요구하는 사람,N,,청구자,,6차(2023-11),,,
청구지,BLADR,Billing Address,請求地. 남에게 돈이나 물건 따위를 달라고 요구하는 장소,N,,,,7차(2024-11),,,
청문,HRNG,Hearing,聽聞. 행정청이 어떠한 처분을 하기에 앞서 당사자 등의 의견을 직접 듣고 증거를 조사하는 절차,N,,,,7차(2024-11),,,
청산,LQDT,Liquidation,"淸算. 서로 간에 채무·채권 관계를 셈하여 깨끗이 해결함 또는 회사, 조합 따위의 법인이 파산이나 해산에 의하여 활동을 정지하고 재산 관계를 정리하는 일",N,,,,8차(2025-11),,,
청소,CLN,Cleaning,淸掃. 더럽거나 어지러운 것을 쓸고 닦아서 깨끗하게 함,N,,,,8차(2025-11),,,
청소년,YTH,Youth,靑少年. 청년과 소년을 아울러 이르는 말,N,,,,8차(2025-11),,,
청약,SBSC,Subscription,請約. 일정한 내용의 계약을 체결할 것을 목적으로 하는 일방적ㆍ확정적 의사 표시,N,,,,6차(2023-11),,,
청취,LSTN,Listening,"聽取. 의견, 보고, 방송 등을 들음",N,,,,3차(2021-10),,,
청탁,SLCT,Solicitation,請託. 청하여 남에게 부탁함,N,,,,7차(2024-11),,,
청탁자,SLCPR,Solicitation Person,請託者. 청하여 남에게 부탁하는 사람,N,,,,8차(2025-11),,,
체결,CNCLS,Conclusion,締結. 계약이나 조약 따위를 공식적으로 맺음,N,,,,6차(2023-11),,,
체계,SYSTEM,System,體系. 일정한 원리에 따라서 낱낱의 부분이 짜임새 있게 조직되어 통일된 전체,N,,,,8차(2025-11),,,
체납,NPMNT,Nonpayment,滯納. 세금 따위를 기한까지 내지 못하여 밀림,N,,,,4차(2021-12),,,
체납자,DFLTR,Defaulter,滯納者. 세금 따위를 기한까지 내지 못하고 밀린 사람,N,,,,6차(2023-11),,,
체류,STAY,Stay,滯留. 객지에 가서 머물러 있음,N,,,,8차(2025-11),,,
체불금,OVPY,Overdue Payment,滯拂金. 마땅히 지급하여야 할 것을 지급하지 못하고 미룬 돈,Y,금액,,,8차(2025-11),,,
체온,BDHT,Body Heat,體溫. 동물체가 가지고 있는 온도,Y,수,,,8차(2025-11),,,
체중,BDWG,Body Weight,體重. 몸의 무게,Y,수,몸무게,,8차(2025-11),,,
체크카드,CKCRD,Check Card,Check card. 예금 계좌 잔액 범위 안에서 신용 카드 가맹점에서 사용할 수 있는 카드,N,,,,7차(2024-11),,,
체포,ARST,Arrest,"逮捕. 형법에서, 사람의 신체에 대하여 직접적이고 현실적인 구속을 가하여 행동의 자유를 빼앗는 일",N,,,,8차(2025-11),,,
체험,EXPRN,Experience,體驗. 자기가 몸소 겪음. 또는 그런 경험,N,,,,7차(2024-11),,,
초과,EXCS,Excess,超過. 일정한 수나 한도 따위를 넘음,N,,,,6차(2023-11),,,
초기화,INIT,Initialization,"初期化. 컴퓨터 프로그램의 최초 또는 미리 정해진 계수, 스위치, 주소, 기억 장치의 내용 등을 ‘0’ 또는 기타의 값으로 설정하는 것",N,,,,6차(2023-11),,,
초등학교,ELSCHL,Elementary School,初等學校. 아동들에게 기본적인 교육을 실시하기 위한 학교,N,,,,7차(2024-11),,,
초록,ABST,Abstract,抄錄. 필요한 부분만을 뽑아서 적음. 또는 그런 기록,N,,,,7차(2024-11),,,
초미세먼지,FPM,Fine Particulate Matter,超微細먼지. 지름이 2.5마이크로미터(㎛) 이하인 먼지,N,,,,7차(2024-11),,,
초중고,EMHSCH,"Elementary, Middle, And High School","初中高. 초등학교, 중학교, 고등학교를 아울러 이르는 말",N,,,,8차(2025-11),,,
초진,FMEXM,First Medical Examination,初診. 처음으로 진찰을 함 또는 그 진찰,N,,,,7차(2024-11),변경,공통표준단어 설명,유관 단어와의 통일성 및 적합성을 고려하여 설명 수정
총가구,THSHD,Total Household,總家口. 일정한 범위 또는 단위 내에 거주하는 가구의 전체,N,,,,7차(2024-11),,,
총거래,TDLNG,Total Dealings,總去來. 주고받거나 사고 판 전체,N,,,,6차(2023-11),,,
총건수,TNOCS,Total Number Of Cases,總件數. 사물이나 사건의 가짓수를 모두 합한 건수,Y,수,,,5차(2022-07),,,
총결정세액,TDXAMT,Total Decision Tax Amount,總決定稅額. 산출 세액에서 세액 공제액과 감면 세액을 공제한 세금의 전체를 합하여 계산한 돈,Y,금액,,,8차(2025-11),,,
총결제,TSTLM,Total Settlement,總決濟. 증권 또는 대금을 주고받아 매매 당사자 사이의 거래 관계를 끝맺는 일의 전체,N,,,,6차(2023-11),,,
총계약,TCTRT,Total Contract,總契約. 관련되는 사람이나 조직체 사이에서 서로 지켜야 할 의무에 대하여 글이나 말로 정하여 둠 또는 그런 약속의 전체,N,,,,6차(2023-11),,,
총고지,TINFRM,Total Inform,總告知. 게시나 글을 통하여 알린 것의 전체,N,,,,8차(2025-11),,,
총공급,TSPLY,Total Supply,總供給. 요구나 필요에 따라 물품 따위를 제공하는 것의 전체,N,,,,6차(2023-11),,,
총공사,TCSTRN,Total Construction,總工事. 토목이나 건축 따위의 일을 전체 합한 것,N,,,,5차(2022-07),,,
총공사비,TCNSCO,Total Construction Cost,總工事費. 공사에 드는 비용의 전체,Y,비용,,,8차(2025-11),,,
총공제,TDDC,Total Deductions,總控除. 받을 몫에서 일정한 금액이나 수량을 뺀 것의 전체,N,,,,8차(2025-11),,,
총괄,OVRL,Overall,總括. 모든 일을 한데 묶어 관할함,N,,,,7차(2024-11),,,
총교육시간,TTRHR,Total Training Hours,總敎育時間. 지식과 기술 따위를 가르치며 인격을 길러 주는 것의 전체 시간,Y,시분초,,,6차(2023-11),,,
총구매,TPRCH,Total Purchase,總購買. 물건 따위를 사들이는 것의 전체,N,,,,6차(2023-11),,,
총근로,TLBR,Total Labor,總勤勞. 부지런히 일하는 것의 전체,N,,,,8차(2025-11),,,
총근로자수,TNOWK,Total Number of Workers,總勤勞者數. 근로에 의한 소득으로 생활을 하는 사람이 전체 수효,Y,수,,,6차(2023-11),,,
총근무,TWRK,Total Working,總勤務. 직장에 적을 두고 직무에 종사하는 날의 전체,N,,,,7차(2024-11),,,
총근무시간,TWKHR,Total Work Hours,總勤務時間. 노동자가 고용주와의 계약에 따라 노동력을 제공하는 시간의 전체,Y,시분초,,,6차(2023-11),,,
총금액,GRAMT,Gross Amount,總金額. 전체의 액수,Y,금액,총액,,2차(2020-12),,,
총급여,TSL,Total Salary,"總給與. 노동의 대가로 받은 기본급, 각종 수당 및 상여금, 성과급 따위를 모두 합한 금액",N,,,,6차(2023-11),,,
총납부,TPY,Total Payment,總納付/納附. 세금이나 공과금 따위를 관계 기관에 내는 것의 전체,N,,,,6차(2023-11),,,
총대출,TLOAN,Total Loan,總貸出. 돈이나 물건 따위를 빌려주거나 빌리는 것의 전체,N,,,,6차(2023-11),,,
총등록건수,TRGCNT,Total Registration Count,總登錄件數. 일정한 자격 조건을 갖추기 위하여 단체나 학교 따위에 문서를 올리는 것의 전체 수효,Y,수,,,6차(2023-11),,,
총매출,TSLS,Total Sales,總賣出. 물건을 내다 파는 것의 전체,N,,,,6차(2023-11),,,
총면적,GFA,Gross Floor Area,總面積. 하나의 건축물 각 층의 바닥면적의 합계,Y,면적,연면적,,2차(2020-12),,,
총반환,TGVBK,Total Giving Back,總返還. 빌리거나 차지했던 것을 되돌려준 것의 전체,N,,,,8차(2025-11),,,
총발열량,TCLVL,Total Calorific Value,總發熱量. 일정한 단위의 연료가 완전히 타서 생기는 열량의 전체,Y,수,,,7차(2024-11),,,
총발행주식수,TSHOSD,Total Shares Outstanding,總發行株式數. 이미 발행되어 회사 자본으로 넣은 주식의 전체 수효,Y,수,,,6차(2023-11),,,
총방문자,TVSTR,Total Visitors,總訪問者. 어떤 사람이나 장소를 찾아오는 사람의 전체,N,,,,7차(2024-11),,,
총배당,TDVD,Total Dividends,總配當. 일정한 기준에 따라 나누어 주는 것의 전체,N,,,,6차(2023-11),,,
총배정,TALTM,Total Allotment,總配定. 몫을 나누어 정한 것의 전체,N,,,,6차(2023-11),,,
총보유,THLD,Total Holdings,總保有. 가지고 있거나 간직하고 있는 것의 전체,N,,,,8차(2025-11),,,
총보증,TGRNT,Total Guarantee,總保證. 어떤 사물이나 사람에 대하여 책임지고 틀림이 없음을 증명하는 것의 전체,N,,,,6차(2023-11),,,
총부가가치세,TVAT,Total Value Added Tax,"總附加價値稅. 국세의 하나로, 거래 단계별로 상품이나 용역에 새로 부가하는 가치에 대하여 매기는 세금의 전체",N,,,,8차(2025-11),,,
총부채,TLBLT,Total Liabilities,總負債. 제삼자에게 지고 있는 금전상 의무의 합계,N,,,,6차(2023-11),,,
총분양,TLTOT,Total Lotting-Out,總分讓. 전체를 여러 부분으로 갈라서 여럿에게 나누어 준 것의 전체,N,,,,8차(2025-11),,,
총비용,TCO,Total Cost,總費用. 어떤 일을 하는 데 드는 돈의 전체,Y,비용,,,6차(2023-11),,,
총사업비,TPCO,Total Project Cost,總事業費. 일정한 사업을 하는 데 드는 비용을 모두 합한 금액,Y,비용,총사업비용,,2차(2020-12),,,
총사용,TUSE,Total Use,總使用. 일정한 목적이나 기능에 맞게 쓰는 것의 전체,N,,,,6차(2023-11),,,
총사용량,TUQTY,Total Usage Quantity,總使用量. 일정한 목적이나 기능에 맞게 쓰는 것의 전체의 분량이나 수량,Y,수,,,7차(2024-11),,,
총상여금,TBONUS,Total Bonus,總賞與金. 상여로 주는 돈의 전체,Y,금액,,,8차(2025-11),,,
총상환,TRPY,Total Repayment,總償還. 갚거나 돌려주는 것의 전체,N,,,,6차(2023-11),,,
총서,SRS,Series,"叢書. 일정한 형식과 체재로, 계속해서 출판되어 한 질을 이루는 책들",N,,,,7차(2024-11),,,
총세대수,TNOHSH,Total Number of Households,總世帶數. 세대(世代)의 전체 수효,Y,수,,,6차(2023-11),,,
총세액,TTXAMT,Total Tax Amount,總稅額. 조세의 액수 전체,Y,금액,,,8차(2025-11),,,
총소득,TEARN,Total Earnings,總所得. 일한 결과로 얻은 정신적·물질적 이익의 전체,N,,,,8차(2025-11),,,
총소요,TREQ,Total Requirement,總所要. 필요로 하거나 요구되는 바의 전체,N,,,,7차(2024-11),,,
총수납,TPYRC,Total Payments Received,總收納. 돈이나 물품 따위를 받아 거두어들인 것의 전체,N,,,,6차(2023-11),,,
총수익,TRVN,Total Revenue,總收益. 이익으로 거두어들인 돈의 전체,Y,금액,,,8차(2025-11),,,
총수입,TICM,Total Income,總收入. 돈이나 물품 따위를 거두어들임 또는 그 돈이나 물품의 전체,N,,,,6차(2023-11),,,
총승인,TAPRV,Total Approval,總承認. 어떤 행위를 하도록 승낙하거나 동의한 것의 전체,N,,,,7차(2024-11),,,
총신청,TRQST,Total Request,總申請. 단체나 기관에 어떠한 일이나 물건을 알려 청구하는 것의 전체,N,,,,6차(2023-11),,,
총여신,TCRDT,Total Credit,總與信. 금융 기관에서 고객에게 돈을 빌려주는 일의 전체,N,,,,6차(2023-11),,,
총연구비,TRSCO,Total Research Cost,總硏究費. 어떤 사물을 연구하는 데 드는 전체 비용,Y,비용,,,7차(2024-11),,,
총예산,TBGT,Total Budget,總豫算. 필요한 비용을 미리 헤아려 계산함 또는 그 비용의 전체,N,,,,6차(2023-11),,,
